﻿date,instrument,tenor,yield
44202,여전채,0.75,1.084
44202,여전채,여전 1Y,1.098
44202,여전채,여전 1.5Y,1.21
44202,여전채,여전 2Y,1.33
44202,여전채,여전 2.5Y,1.393
44202,여전채,여전 3Y,1.494
44202,여전채,여전 4Y,1.667
44202,여전채,여전 5Y,1.957
44202,여전채,7,2.295
44202,여전채,10,2.966
44202,여전채,15,3.335
44202,여전채,20,3.495
44202,여전채,30,0
44201,여전채,0.25,1.002
44201,여전채,여전 0.5Y,1.079
44201,여전채,0.75,1.094
44201,여전채,여전 1Y,1.108
44201,여전채,여전 1.5Y,1.212
44201,여전채,여전 2Y,1.33
44201,여전채,여전 2.5Y,1.389
44201,여전채,여전 3Y,1.478
44201,여전채,여전 4Y,1.657
44201,여전채,여전 5Y,1.941
44201,여전채,7,2.264
44201,여전채,10,2.93
44201,여전채,15,3.308
44201,여전채,20,3.483
44201,여전채,30,0
44200,여전채,0.25,1.03
44200,여전채,여전 0.5Y,1.106
44200,여전채,0.75,1.121
44200,여전채,여전 1Y,1.132
44200,여전채,여전 1.5Y,1.242
44200,여전채,여전 2Y,1.352
44200,여전채,여전 2.5Y,1.409
44200,여전채,여전 3Y,1.501
44200,여전채,여전 4Y,1.688
44200,여전채,여전 5Y,1.971
44200,여전채,7,2.296
44200,여전채,10,2.967
44200,여전채,15,3.33
44200,여전채,20,3.5
44200,여전채,30,0
44196,여전채,0.25,1.063
44196,여전채,여전 0.5Y,1.14
44196,여전채,0.75,1.154
44196,여전채,여전 1Y,1.16
44196,여전채,여전 1.5Y,1.265
44196,여전채,여전 2Y,1.38
44196,여전채,여전 2.5Y,1.432
44196,여전채,여전 3Y,1.516
44196,여전채,여전 4Y,1.703
44196,여전채,여전 5Y,1.981
44196,여전채,7,2.295
44196,여전채,10,2.957
44196,여전채,15,3.326
44196,여전채,20,3.505
44196,여전채,30,0
44195,여전채,0.25,1.063
44195,여전채,여전 0.5Y,1.14
44195,여전채,0.75,1.154
44195,여전채,여전 1Y,1.16
44195,여전채,여전 1.5Y,1.265
44195,여전채,여전 2Y,1.38
44195,여전채,여전 2.5Y,1.432
44195,여전채,여전 3Y,1.516
44195,여전채,여전 4Y,1.703
44195,여전채,여전 5Y,1.981
44195,여전채,7,2.295
44195,여전채,10,2.957
44195,여전채,15,3.326
44195,여전채,20,3.505
44195,여전채,30,0
44194,여전채,0.25,1.062
44194,여전채,여전 0.5Y,1.144
44194,여전채,0.75,1.171
44194,여전채,여전 1Y,1.174
44194,여전채,여전 1.5Y,1.275
44194,여전채,여전 2Y,1.39
44194,여전채,여전 2.5Y,1.439
44194,여전채,여전 3Y,1.525
44194,여전채,여전 4Y,1.704
44194,여전채,여전 5Y,1.973
44194,여전채,7,2.279
44194,여전채,10,2.932
44194,여전채,15,3.306
44194,여전채,20,3.485
44194,여전채,30,0
44193,여전채,0.25,1.054
44193,여전채,여전 0.5Y,1.136
44193,여전채,0.75,1.166
44193,여전채,여전 1Y,1.17
44193,여전채,여전 1.5Y,1.267
44193,여전채,여전 2Y,1.382
44193,여전채,여전 2.5Y,1.427
44193,여전채,여전 3Y,1.507
44193,여전채,여전 4Y,1.693
44193,여전채,여전 5Y,1.962
44193,여전채,7,2.267
44193,여전채,10,2.914
44193,여전채,15,3.29
44193,여전채,20,3.473
44193,여전채,30,0
44189,여전채,0.25,1.031
44189,여전채,여전 0.5Y,1.116
44189,여전채,0.75,1.151
44189,여전채,여전 1Y,1.155
44189,여전채,여전 1.5Y,1.257
44189,여전채,여전 2Y,1.37
44189,여전채,여전 2.5Y,1.418
44189,여전채,여전 3Y,1.502
44189,여전채,여전 4Y,1.698
44189,여전채,여전 5Y,1.975
44189,여전채,7,2.28
44189,여전채,10,2.929
44189,여전채,15,3.303
44189,여전채,20,3.483
44189,여전채,30,0
44188,여전채,0.25,1.01
44188,여전채,여전 0.5Y,1.095
44188,여전채,0.75,1.13
44188,여전채,여전 1Y,1.139
44188,여전채,여전 1.5Y,1.241
44188,여전채,여전 2Y,1.351
44188,여전채,여전 2.5Y,1.39
44188,여전채,여전 3Y,1.481
44188,여전채,여전 4Y,1.663
44188,여전채,여전 5Y,1.925
44188,여전채,7,2.228
44188,여전채,10,2.874
44188,여전채,15,3.259
44188,여전채,20,3.448
44188,여전채,30,0
44187,여전채,0.25,1.005
44187,여전채,여전 0.5Y,1.097
44187,여전채,0.75,1.127
44187,여전채,여전 1Y,1.134
44187,여전채,여전 1.5Y,1.242
44187,여전채,여전 2Y,1.354
44187,여전채,여전 2.5Y,1.4
44187,여전채,여전 3Y,1.492
44187,여전채,여전 4Y,1.681
44187,여전채,여전 5Y,1.952
44187,여전채,7,2.251
44187,여전채,10,2.892
44187,여전채,15,3.273
44187,여전채,20,3.463
44187,여전채,30,0
44186,여전채,0.25,0.997
44186,여전채,여전 0.5Y,1.097
44186,여전채,0.75,1.127
44186,여전채,여전 1Y,1.142
44186,여전채,여전 1.5Y,1.249
44186,여전채,여전 2Y,1.37
44186,여전채,여전 2.5Y,1.42
44186,여전채,여전 3Y,1.514
44186,여전채,여전 4Y,1.705
44186,여전채,여전 5Y,1.976
44186,여전채,7,2.271
44186,여전채,10,2.914
44186,여전채,15,3.295
44186,여전채,20,3.485
44186,여전채,30,0
44183,여전채,0.25,0.993
44183,여전채,여전 0.5Y,1.093
44183,여전채,0.75,1.124
44183,여전채,여전 1Y,1.146
44183,여전채,여전 1.5Y,1.254
44183,여전채,여전 2Y,1.373
44183,여전채,여전 2.5Y,1.428
44183,여전채,여전 3Y,1.522
44183,여전채,여전 4Y,1.726
44183,여전채,여전 5Y,2.001
44183,여전채,7,2.295
44183,여전채,10,2.944
44183,여전채,15,3.31
44183,여전채,20,3.48
44183,여전채,30,0
44182,여전채,0.25,0.994
44182,여전채,여전 0.5Y,1.091
44182,여전채,0.75,1.122
44182,여전채,여전 1Y,1.152
44182,여전채,여전 1.5Y,1.256
44182,여전채,여전 2Y,1.377
44182,여전채,여전 2.5Y,1.441
44182,여전채,여전 3Y,1.551
44182,여전채,여전 4Y,1.744
44182,여전채,여전 5Y,2.021
44182,여전채,7,2.317
44182,여전채,10,2.968
44182,여전채,15,3.33
44182,여전채,20,3.498
44182,여전채,30,0
44181,여전채,0.25,0.991
44181,여전채,여전 0.5Y,1.088
44181,여전채,0.75,1.12
44181,여전채,여전 1Y,1.148
44181,여전채,여전 1.5Y,1.245
44181,여전채,여전 2Y,1.366
44181,여전채,여전 2.5Y,1.439
44181,여전채,여전 3Y,1.545
44181,여전채,여전 4Y,1.737
44181,여전채,여전 5Y,2.007
44181,여전채,7,2.288
44181,여전채,10,2.937
44181,여전채,15,3.303
44181,여전채,20,3.474
44181,여전채,30,0
44180,여전채,0.25,0.991
44180,여전채,여전 0.5Y,1.088
44180,여전채,0.75,1.118
44180,여전채,여전 1Y,1.145
44180,여전채,여전 1.5Y,1.238
44180,여전채,여전 2Y,1.353
44180,여전채,여전 2.5Y,1.43
44180,여전채,여전 3Y,1.539
44180,여전채,여전 4Y,1.725
44180,여전채,여전 5Y,1.988
44180,여전채,7,2.263
44180,여전채,10,2.912
44180,여전채,15,3.278
44180,여전채,20,3.446
44180,여전채,30,0
44179,여전채,0.25,0.993
44179,여전채,여전 0.5Y,1.088
44179,여전채,0.75,1.12
44179,여전채,여전 1Y,1.148
44179,여전채,여전 1.5Y,1.237
44179,여전채,여전 2Y,1.346
44179,여전채,여전 2.5Y,1.434
44179,여전채,여전 3Y,1.546
44179,여전채,여전 4Y,1.721
44179,여전채,여전 5Y,1.974
44179,여전채,7,2.255
44179,여전채,10,2.91
44179,여전채,15,3.278
44179,여전채,20,3.446
44179,여전채,30,0
44176,여전채,0.25,0.989
44176,여전채,여전 0.5Y,1.087
44176,여전채,0.75,1.121
44176,여전채,여전 1Y,1.147
44176,여전채,여전 1.5Y,1.235
44176,여전채,여전 2Y,1.341
44176,여전채,여전 2.5Y,1.431
44176,여전채,여전 3Y,1.544
44176,여전채,여전 4Y,1.719
44176,여전채,여전 5Y,1.978
44176,여전채,7,2.252
44176,여전채,10,2.897
44176,여전채,15,3.268
44176,여전채,20,3.436
44176,여전채,30,0
44175,여전채,0.25,0.987
44175,여전채,여전 0.5Y,1.082
44175,여전채,0.75,1.122
44175,여전채,여전 1Y,1.143
44175,여전채,여전 1.5Y,1.231
44175,여전채,여전 2Y,1.338
44175,여전채,여전 2.5Y,1.42
44175,여전채,여전 3Y,1.54
44175,여전채,여전 4Y,1.712
44175,여전채,여전 5Y,1.976
44175,여전채,7,2.249
44175,여전채,10,2.892
44175,여전채,15,3.267
44175,여전채,20,3.436
44175,여전채,30,0
44174,여전채,0.25,0.986
44174,여전채,여전 0.5Y,1.08
44174,여전채,0.75,1.123
44174,여전채,여전 1Y,1.14
44174,여전채,여전 1.5Y,1.229
44174,여전채,여전 2Y,1.337
44174,여전채,여전 2.5Y,1.409
44174,여전채,여전 3Y,1.543
44174,여전채,여전 4Y,1.729
44174,여전채,여전 5Y,1.992
44174,여전채,7,2.249
44174,여전채,10,2.892
44174,여전채,15,3.264
44174,여전채,20,3.436
44174,여전채,30,0
44173,여전채,0.25,0.983
44173,여전채,여전 0.5Y,1.08
44173,여전채,0.75,1.122
44173,여전채,여전 1Y,1.132
44173,여전채,여전 1.5Y,1.225
44173,여전채,여전 2Y,1.337
44173,여전채,여전 2.5Y,1.405
44173,여전채,여전 3Y,1.55
44173,여전채,여전 4Y,1.733
44173,여전채,여전 5Y,1.994
44173,여전채,7,2.245
44173,여전채,10,2.882
44173,여전채,15,3.254
44173,여전채,20,3.431
44173,여전채,30,0
44172,여전채,0.25,0.979
44172,여전채,여전 0.5Y,1.084
44172,여전채,0.75,1.127
44172,여전채,여전 1Y,1.133
44172,여전채,여전 1.5Y,1.228
44172,여전채,여전 2Y,1.334
44172,여전채,여전 2.5Y,1.407
44172,여전채,여전 3Y,1.557
44172,여전채,여전 4Y,1.745
44172,여전채,여전 5Y,2.005
44172,여전채,7,2.248
44172,여전채,10,2.882
44172,여전채,15,3.257
44172,여전채,20,3.434
44172,여전채,30,0
44169,여전채,0.25,0.975
44169,여전채,여전 0.5Y,1.089
44169,여전채,0.75,1.132
44169,여전채,여전 1Y,1.14
44169,여전채,여전 1.5Y,1.238
44169,여전채,여전 2Y,1.338
44169,여전채,여전 2.5Y,1.416
44169,여전채,여전 3Y,1.574
44169,여전채,여전 4Y,1.762
44169,여전채,여전 5Y,2.024
44169,여전채,7,2.267
44169,여전채,10,2.904
44169,여전채,15,3.267
44169,여전채,20,3.434
44169,여전채,30,0
44168,여전채,0.25,0.976
44168,여전채,여전 0.5Y,1.091
44168,여전채,0.75,1.133
44168,여전채,여전 1Y,1.141
44168,여전채,여전 1.5Y,1.244
44168,여전채,여전 2Y,1.345
44168,여전채,여전 2.5Y,1.422
44168,여전채,여전 3Y,1.578
44168,여전채,여전 4Y,1.771
44168,여전채,여전 5Y,2.017
44168,여전채,7,2.26
44168,여전채,10,2.898
44168,여전채,15,3.251
44168,여전채,20,3.416
44168,여전채,30,0
44167,여전채,0.25,0.979
44167,여전채,여전 0.5Y,1.097
44167,여전채,0.75,1.138
44167,여전채,여전 1Y,1.145
44167,여전채,여전 1.5Y,1.255
44167,여전채,여전 2Y,1.361
44167,여전채,여전 2.5Y,1.431
44167,여전채,여전 3Y,1.6
44167,여전채,여전 4Y,1.8
44167,여전채,여전 5Y,2.043
44167,여전채,7,2.281
44167,여전채,10,2.916
44167,여전채,15,3.269
44167,여전채,20,3.426
44167,여전채,30,0
44166,여전채,0.25,0.979
44166,여전채,여전 0.5Y,1.1
44166,여전채,0.75,1.145
44166,여전채,여전 1Y,1.149
44166,여전채,여전 1.5Y,1.256
44166,여전채,여전 2Y,1.361
44166,여전채,여전 2.5Y,1.429
44166,여전채,여전 3Y,1.601
44166,여전채,여전 4Y,1.791
44166,여전채,여전 5Y,2.027
44166,여전채,7,2.258
44166,여전채,10,2.886
44166,여전채,15,3.244
44166,여전채,20,3.404
44166,여전채,30,0
44165,여전채,0.25,0.979
44165,여전채,여전 0.5Y,1.102
44165,여전채,0.75,1.153
44165,여전채,여전 1Y,1.158
44165,여전채,여전 1.5Y,1.265
44165,여전채,여전 2Y,1.372
44165,여전채,여전 2.5Y,1.439
44165,여전채,여전 3Y,1.614
44165,여전채,여전 4Y,1.802
44165,여전채,여전 5Y,2.032
44165,여전채,7,2.269
44165,여전채,10,2.903
44165,여전채,15,3.256
44165,여전채,20,3.415
44165,여전채,30,0
44162,여전채,0.25,0.972
44162,여전채,여전 0.5Y,1.096
44162,여전채,0.75,1.159
44162,여전채,여전 1Y,1.165
44162,여전채,여전 1.5Y,1.27
44162,여전채,여전 2Y,1.379
44162,여전채,여전 2.5Y,1.45
44162,여전채,여전 3Y,1.619
44162,여전채,여전 4Y,1.794
44162,여전채,여전 5Y,2.024
44162,여전채,7,2.249
44162,여전채,10,2.881
44162,여전채,15,3.232
44162,여전채,20,3.394
44162,여전채,30,0
44161,여전채,0.25,0.961
44161,여전채,여전 0.5Y,1.087
44161,여전채,0.75,1.154
44161,여전채,여전 1Y,1.175
44161,여전채,여전 1.5Y,1.283
44161,여전채,여전 2Y,1.392
44161,여전채,여전 2.5Y,1.465
44161,여전채,여전 3Y,1.636
44161,여전채,여전 4Y,1.81
44161,여전채,여전 5Y,2.048
44161,여전채,7,2.262
44161,여전채,10,2.898
44161,여전채,15,3.243
44161,여전채,20,3.414
44161,여전채,30,0
44160,여전채,0.25,0.955
44160,여전채,여전 0.5Y,1.082
44160,여전채,0.75,1.147
44160,여전채,여전 1Y,1.171
44160,여전채,여전 1.5Y,1.28
44160,여전채,여전 2Y,1.392
44160,여전채,여전 2.5Y,1.463
44160,여전채,여전 3Y,1.628
44160,여전채,여전 4Y,1.796
44160,여전채,여전 5Y,2.026
44160,여전채,7,2.24
44160,여전채,10,2.876
44160,여전채,15,3.226
44160,여전채,20,3.401
44160,여전채,30,0
44159,여전채,0.25,0.949
44159,여전채,여전 0.5Y,1.071
44159,여전채,0.75,1.135
44159,여전채,여전 1Y,1.158
44159,여전채,여전 1.5Y,1.267
44159,여전채,여전 2Y,1.387
44159,여전채,여전 2.5Y,1.456
44159,여전채,여전 3Y,1.625
44159,여전채,여전 4Y,1.781
44159,여전채,여전 5Y,2.003
44159,여전채,7,2.206
44159,여전채,10,2.836
44159,여전채,15,3.192
44159,여전채,20,3.376
44159,여전채,30,0
44158,여전채,0.25,0.938
44158,여전채,여전 0.5Y,1.062
44158,여전채,0.75,1.129
44158,여전채,여전 1Y,1.159
44158,여전채,여전 1.5Y,1.268
44158,여전채,여전 2Y,1.394
44158,여전채,여전 2.5Y,1.46
44158,여전채,여전 3Y,1.625
44158,여전채,여전 4Y,1.785
44158,여전채,여전 5Y,2.002
44158,여전채,7,2.2
44158,여전채,10,2.824
44158,여전채,15,3.182
44158,여전채,20,3.368
44158,여전채,30,0
44155,여전채,0.25,0.93
44155,여전채,여전 0.5Y,1.055
44155,여전채,0.75,1.125
44155,여전채,여전 1Y,1.153
44155,여전채,여전 1.5Y,1.266
44155,여전채,여전 2Y,1.405
44155,여전채,여전 2.5Y,1.476
44155,여전채,여전 3Y,1.649
44155,여전채,여전 4Y,1.807
44155,여전채,여전 5Y,2.025
44155,여전채,7,2.225
44155,여전채,10,2.854
44155,여전채,15,3.208
44155,여전채,20,3.39
44155,여전채,30,0
44154,여전채,0.25,0.923
44154,여전채,여전 0.5Y,1.05
44154,여전채,0.75,1.12
44154,여전채,여전 1Y,1.149
44154,여전채,여전 1.5Y,1.266
44154,여전채,여전 2Y,1.41
44154,여전채,여전 2.5Y,1.481
44154,여전채,여전 3Y,1.646
44154,여전채,여전 4Y,1.808
44154,여전채,여전 5Y,2.025
44154,여전채,7,2.228
44154,여전채,10,2.859
44154,여전채,15,3.213
44154,여전채,20,3.393
44154,여전채,30,0
44153,여전채,0.25,0.919
44153,여전채,여전 0.5Y,1.047
44153,여전채,0.75,1.123
44153,여전채,여전 1Y,1.156
44153,여전채,여전 1.5Y,1.268
44153,여전채,여전 2Y,1.412
44153,여전채,여전 2.5Y,1.485
44153,여전채,여전 3Y,1.646
44153,여전채,여전 4Y,1.805
44153,여전채,여전 5Y,2.01
44153,여전채,7,2.214
44153,여전채,10,2.846
44153,여전채,15,3.2
44153,여전채,20,3.385
44153,여전채,30,0
44152,여전채,0.25,0.92
44152,여전채,여전 0.5Y,1.049
44152,여전채,0.75,1.126
44152,여전채,여전 1Y,1.166
44152,여전채,여전 1.5Y,1.276
44152,여전채,여전 2Y,1.428
44152,여전채,여전 2.5Y,1.501
44152,여전채,여전 3Y,1.668
44152,여전채,여전 4Y,1.82
44152,여전채,여전 5Y,2.025
44152,여전채,7,2.23
44152,여전채,10,2.864
44152,여전채,15,3.221
44152,여전채,20,3.409
44152,여전채,30,0
44151,여전채,0.25,0.917
44151,여전채,여전 0.5Y,1.051
44151,여전채,0.75,1.13
44151,여전채,여전 1Y,1.167
44151,여전채,여전 1.5Y,1.281
44151,여전채,여전 2Y,1.429
44151,여전채,여전 2.5Y,1.507
44151,여전채,여전 3Y,1.679
44151,여전채,여전 4Y,1.83
44151,여전채,여전 5Y,2.028
44151,여전채,7,2.23
44151,여전채,10,2.863
44151,여전채,15,3.218
44151,여전채,20,3.41
44151,여전채,30,0
44148,여전채,0.25,0.915
44148,여전채,여전 0.5Y,1.053
44148,여전채,0.75,1.133
44148,여전채,여전 1Y,1.169
44148,여전채,여전 1.5Y,1.28
44148,여전채,여전 2Y,1.425
44148,여전채,여전 2.5Y,1.504
44148,여전채,여전 3Y,1.674
44148,여전채,여전 4Y,1.831
44148,여전채,여전 5Y,2.032
44148,여전채,7,2.235
44148,여전채,10,2.87
44148,여전채,15,3.224
44148,여전채,20,3.413
44148,여전채,30,0
44147,여전채,0.25,0.917
44147,여전채,여전 0.5Y,1.056
44147,여전채,0.75,1.137
44147,여전채,여전 1Y,1.176
44147,여전채,여전 1.5Y,1.289
44147,여전채,여전 2Y,1.435
44147,여전채,여전 2.5Y,1.518
44147,여전채,여전 3Y,1.69
44147,여전채,여전 4Y,1.85
44147,여전채,여전 5Y,2.055
44147,여전채,7,2.256
44147,여전채,10,2.889
44147,여전채,15,3.238
44147,여전채,20,3.418
44147,여전채,30,0
44146,여전채,0.25,0.917
44146,여전채,여전 0.5Y,1.059
44146,여전채,0.75,1.142
44146,여전채,여전 1Y,1.184
44146,여전채,여전 1.5Y,1.297
44146,여전채,여전 2Y,1.463
44146,여전채,여전 2.5Y,1.538
44146,여전채,여전 3Y,1.714
44146,여전채,여전 4Y,1.869
44146,여전채,여전 5Y,2.075
44146,여전채,7,2.277
44146,여전채,10,2.913
44146,여전채,15,3.254
44146,여전채,20,3.428
44146,여전채,30,0
44145,여전채,0.25,0.915
44145,여전채,여전 0.5Y,1.061
44145,여전채,0.75,1.143
44145,여전채,여전 1Y,1.189
44145,여전채,여전 1.5Y,1.302
44145,여전채,여전 2Y,1.469
44145,여전채,여전 2.5Y,1.542
44145,여전채,여전 3Y,1.712
44145,여전채,여전 4Y,1.857
44145,여전채,여전 5Y,2.047
44145,여전채,7,2.241
44145,여전채,10,2.873
44145,여전채,15,3.221
44145,여전채,20,3.408
44145,여전채,30,0
44144,여전채,0.25,0.915
44144,여전채,여전 0.5Y,1.061
44144,여전채,0.75,1.143
44144,여전채,여전 1Y,1.189
44144,여전채,여전 1.5Y,1.297
44144,여전채,여전 2Y,1.453
44144,여전채,여전 2.5Y,1.524
44144,여전채,여전 3Y,1.692
44144,여전채,여전 4Y,1.821
44144,여전채,여전 5Y,2.004
44144,여전채,7,2.187
44144,여전채,10,2.808
44144,여전채,15,3.165
44144,여전채,20,3.363
44144,여전채,30,0
44141,여전채,0.25,0.914
44141,여전채,여전 0.5Y,1.067
44141,여전채,0.75,1.149
44141,여전채,여전 1Y,1.194
44141,여전채,여전 1.5Y,1.299
44141,여전채,여전 2Y,1.455
44141,여전채,여전 2.5Y,1.524
44141,여전채,여전 3Y,1.693
44141,여전채,여전 4Y,1.816
44141,여전채,여전 5Y,1.994
44141,여전채,7,2.182
44141,여전채,10,2.808
44141,여전채,15,3.165
44141,여전채,20,3.36
44141,여전채,30,0
44140,여전채,0.25,0.908
44140,여전채,여전 0.5Y,1.062
44140,여전채,0.75,1.147
44140,여전채,여전 1Y,1.195
44140,여전채,여전 1.5Y,1.299
44140,여전채,여전 2Y,1.453
44140,여전채,여전 2.5Y,1.513
44140,여전채,여전 3Y,1.675
44140,여전채,여전 4Y,1.784
44140,여전채,여전 5Y,1.957
44140,여전채,7,2.144
44140,여전채,10,2.768
44140,여전채,15,3.138
44140,여전채,20,3.343
44140,여전채,30,0
44139,여전채,0.25,0.902
44139,여전채,여전 0.5Y,1.058
44139,여전채,0.75,1.146
44139,여전채,여전 1Y,1.205
44139,여전채,여전 1.5Y,1.307
44139,여전채,여전 2Y,1.466
44139,여전채,여전 2.5Y,1.54
44139,여전채,여전 3Y,1.703
44139,여전채,여전 4Y,1.825
44139,여전채,여전 5Y,2.002
44139,여전채,7,2.187
44139,여전채,10,2.808
44139,여전채,15,3.165
44139,여전채,20,3.358
44139,여전채,30,0
44138,여전채,0.25,0.904
44138,여전채,여전 0.5Y,1.06
44138,여전채,0.75,1.142
44138,여전채,여전 1Y,1.211
44138,여전채,여전 1.5Y,1.321
44138,여전채,여전 2Y,1.481
44138,여전채,여전 2.5Y,1.561
44138,여전채,여전 3Y,1.73
44138,여전채,여전 4Y,1.854
44138,여전채,여전 5Y,2.034
44138,여전채,7,2.223
44138,여전채,10,2.848
44138,여전채,15,3.197
44138,여전채,20,3.38
44138,여전채,30,0
44137,여전채,0.25,0.901
44137,여전채,여전 0.5Y,1.063
44137,여전채,0.75,1.142
44137,여전채,여전 1Y,1.217
44137,여전채,여전 1.5Y,1.33
44137,여전채,여전 2Y,1.48
44137,여전채,여전 2.5Y,1.556
44137,여전채,여전 3Y,1.722
44137,여전채,여전 4Y,1.841
44137,여전채,여전 5Y,2.027
44137,여전채,7,2.219
44137,여전채,10,2.848
44137,여전채,15,3.189
44137,여전채,20,3.365
44137,여전채,30,0
44134,여전채,0.25,0.9
44134,여전채,여전 0.5Y,1.06
44134,여전채,0.75,1.14
44134,여전채,여전 1Y,1.209
44134,여전채,여전 1.5Y,1.317
44134,여전채,여전 2Y,1.45
44134,여전채,여전 2.5Y,1.526
44134,여전채,여전 3Y,1.688
44134,여전채,여전 4Y,1.796
44134,여전채,여전 5Y,1.979
44134,여전채,7,2.169
44134,여전채,10,2.795
44134,여전채,15,3.142
44134,여전채,20,3.325
44134,여전채,30,0
44133,여전채,0.25,0.897
44133,여전채,여전 0.5Y,1.058
44133,여전채,0.75,1.138
44133,여전채,여전 1Y,1.203
44133,여전채,여전 1.5Y,1.312
44133,여전채,여전 2Y,1.451
44133,여전채,여전 2.5Y,1.52
44133,여전채,여전 3Y,1.676
44133,여전채,여전 4Y,1.778
44133,여전채,여전 5Y,1.958
44133,여전채,7,2.143
44133,여전채,10,2.763
44133,여전채,15,3.114
44133,여전채,20,3.305
44133,여전채,30,0
44132,여전채,0.25,0.894
44132,여전채,여전 0.5Y,1.058
44132,여전채,0.75,1.137
44132,여전채,여전 1Y,1.197
44132,여전채,여전 1.5Y,1.307
44132,여전채,여전 2Y,1.449
44132,여전채,여전 2.5Y,1.511
44132,여전채,여전 3Y,1.666
44132,여전채,여전 4Y,1.765
44132,여전채,여전 5Y,1.941
44132,여전채,7,2.123
44132,여전채,10,2.741
44132,여전채,15,3.098
44132,여전채,20,3.297
44132,여전채,30,0
44131,여전채,0.25,0.893
44131,여전채,여전 0.5Y,1.058
44131,여전채,0.75,1.139
44131,여전채,여전 1Y,1.197
44131,여전채,여전 1.5Y,1.307
44131,여전채,여전 2Y,1.452
44131,여전채,여전 2.5Y,1.514
44131,여전채,여전 3Y,1.672
44131,여전채,여전 4Y,1.774
44131,여전채,여전 5Y,1.954
44131,여전채,7,2.134
44131,여전채,10,2.751
44131,여전채,15,3.11
44131,여전채,20,3.313
44131,여전채,30,0
44130,여전채,0.25,0.888
44130,여전채,여전 0.5Y,1.056
44130,여전채,0.75,1.137
44130,여전채,여전 1Y,1.195
44130,여전채,여전 1.5Y,1.302
44130,여전채,여전 2Y,1.442
44130,여전채,여전 2.5Y,1.509
44130,여전채,여전 3Y,1.668
44130,여전채,여전 4Y,1.763
44130,여전채,여전 5Y,1.934
44130,여전채,7,2.114
44130,여전채,10,2.729
44130,여전채,15,3.09
44130,여전채,20,3.295
44130,여전채,30,0
44127,여전채,0.25,0.893
44127,여전채,여전 0.5Y,1.059
44127,여전채,0.75,1.135
44127,여전채,여전 1Y,1.195
44127,여전채,여전 1.5Y,1.302
44127,여전채,여전 2Y,1.442
44127,여전채,여전 2.5Y,1.511
44127,여전채,여전 3Y,1.671
44127,여전채,여전 4Y,1.768
44127,여전채,여전 5Y,1.941
44127,여전채,7,2.122
44127,여전채,10,2.739
44127,여전채,15,3.1
44127,여전채,20,3.305
44127,여전채,30,0
44126,여전채,0.25,0.89
44126,여전채,여전 0.5Y,1.06
44126,여전채,0.75,1.134
44126,여전채,여전 1Y,1.195
44126,여전채,여전 1.5Y,1.305
44126,여전채,여전 2Y,1.448
44126,여전채,여전 2.5Y,1.524
44126,여전채,여전 3Y,1.683
44126,여전채,여전 4Y,1.779
44126,여전채,여전 5Y,1.951
44126,여전채,7,2.132
44126,여전채,10,2.749
44126,여전채,15,3.105
44126,여전채,20,3.305
44126,여전채,30,0
44125,여전채,0.25,0.89
44125,여전채,여전 0.5Y,1.064
44125,여전채,0.75,1.135
44125,여전채,여전 1Y,1.192
44125,여전채,여전 1.5Y,1.305
44125,여전채,여전 2Y,1.459
44125,여전채,여전 2.5Y,1.532
44125,여전채,여전 3Y,1.696
44125,여전채,여전 4Y,1.791
44125,여전채,여전 5Y,1.966
44125,여전채,7,2.147
44125,여전채,10,2.764
44125,여전채,15,3.116
44125,여전채,20,3.313
44125,여전채,30,0
44124,여전채,0.25,0.892
44124,여전채,여전 0.5Y,1.067
44124,여전채,0.75,1.137
44124,여전채,여전 1Y,1.191
44124,여전채,여전 1.5Y,1.305
44124,여전채,여전 2Y,1.45
44124,여전채,여전 2.5Y,1.524
44124,여전채,여전 3Y,1.686
44124,여전채,여전 4Y,1.758
44124,여전채,여전 5Y,1.919
44124,여전채,7,2.097
44124,여전채,10,2.709
44124,여전채,15,3.07
44124,여전채,20,3.28
44124,여전채,30,0
44123,여전채,0.25,0.894
44123,여전채,여전 0.5Y,1.07
44123,여전채,0.75,1.138
44123,여전채,여전 1Y,1.193
44123,여전채,여전 1.5Y,1.299
44123,여전채,여전 2Y,1.433
44123,여전채,여전 2.5Y,1.51
44123,여전채,여전 3Y,1.67
44123,여전채,여전 4Y,1.739
44123,여전채,여전 5Y,1.894
44123,여전채,7,2.072
44123,여전채,10,2.684
44123,여전채,15,3.05
44123,여전채,20,3.265
44123,여전채,30,0
44120,여전채,0.25,0.896
44120,여전채,여전 0.5Y,1.072
44120,여전채,0.75,1.14
44120,여전채,여전 1Y,1.195
44120,여전채,여전 1.5Y,1.298
44120,여전채,여전 2Y,1.432
44120,여전채,여전 2.5Y,1.502
44120,여전채,여전 3Y,1.674
44120,여전채,여전 4Y,1.759
44120,여전채,여전 5Y,1.924
44120,여전채,7,2.117
44120,여전채,10,2.742
44120,여전채,15,3.105
44120,여전채,20,3.315
44120,여전채,30,0
44119,여전채,0.25,0.898
44119,여전채,여전 0.5Y,1.074
44119,여전채,0.75,1.142
44119,여전채,여전 1Y,1.193
44119,여전채,여전 1.5Y,1.291
44119,여전채,여전 2Y,1.425
44119,여전채,여전 2.5Y,1.49
44119,여전채,여전 3Y,1.658
44119,여전채,여전 4Y,1.738
